uid	pubdate	authors	title	fulljournalname	elocationid
40506611	2025 Jun 12	Liang H, Liu X, Guo W, Xiong W, Ren D, Liu W	OTUD1 downregulates PD-L1 expression by deubiquitinating STAT3 and promotes the immune response in CcRCC.	Cellular oncology (Dordrecht, Netherlands)	doi: 10.1007/s13402-025-01079-0
40506028	2025 Jun 9	Jang EB, So KA, Kim WY, Lim SD, Kim TJ, Bang H, Kim WS	Programmed Death-Ligand 1 Expression Across Multiple Assays in Ovarian Cancer: A Comparative Analysis.	Cancer research and treatment	doi: 10.4143/crt.2025.202
40505815	2025 Jun 10	Elnour R, Hindenes IH, Færevaag M, Moss Kolseth IB, Vestrheim Thomsen LC, Johannessen AC, Costea DE, Bjørge L, Dongre HN	Prognostic value of an integrated human papillomavirus and immunoscore model to predict survival in vulva squamous cell carcinoma.	Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc	doi: 10.1016/j.modpat.2025.100809
40505659	2025 Jun 11	Xing YL, Panovska D, Park JW, Grossauer S, Koeck K, Bui B, Nasajpour E, Nirschl JJ, Feng ZP, Cheung P, Habib P, Wei R, Wang J, Thomason W, Monje M, Xiu J, Beck A, Weber KJ, Harter PN, Lim M, Mahaney KB, Prolo LM, Grant GA, Ji X, Walsh KM, Mulcahy Levy JM, Hambardzumyan D, Petritsch CK	BRAF/MEK inhibition induces cell state transitions boosting immune checkpoint sensitivity in BRAF(V600E)-mutant glioma.	Cell reports. Medicine	doi: 10.1016/j.xcrm.2025.102183
40505642	2025 Jun 12	Wang DP, Zhou HY, Zhang Y, Xue L, Wu ZB	Advances in drug treatments for male patients with prolactinomas.	Neuroendocrinology	doi: 10.1159/000546443
40505466	2025 Jun 3	Ji A, Yang P, Ma B, Li J, Yu Y, Zhang X, Chen P, Yao H, Shi L, Hu H, Gao S, Cheng H	Photothermal-responsive curcumin-loaded copper-based nanocomposites for targeted drug release and combined immunotherapy.	Journal of colloid and interface science	doi: 10.1016/j.jcis.2025.138042
40505269	2025 Jun 11	Liu Y, Jiang X, Jing D, Lin Y, Gao R, Zhao Q, Da H, Ren Y, Cao Q, Liu N, Han X, Du J, Gao X	ACSL4 knockdown inhibits colorectal cancer progression through stimulating anti-tumor immunity.	Neoplasia (New York, N.Y.)	doi: 10.1016/j.neo.2025.101194
40505138	2025 Jun 12	Jiang T, Ge M, Liang T, Cai L, Yu X, Xie F, Wang L, Zhang J, Zhou F, Lu Q, Lan J	Discovery of a Selective, Novel TGF-βR1 Inhibitor GFH018 for the Treatment of Solid Tumors.	Journal of medicinal chemistry	doi: 10.1021/acs.jmedchem.5c00121
40504869	2025	Manzoor H, Khan MU, Khan S, Shah M, Shabbir CA, Alkhtani HM	Linalool-based silver nanoconjugates as potential therapeutics for glioblastoma: in silico and in vitro insights.	PloS one	doi: 10.1371/journal.pone.0325281
40504774	2025 Jun	Sun Z, Ma X, Li J, Fan L, Zhao C, Yin S, Hu H	δ-Tocotrienol Potentiates Breast and Prostate Cancer Cells to Paclitaxel via Suppressing PD-L1-Mediated Cancer-Promoting Signaling.	Chemical biology & drug design	doi: 10.1111/cbdd.70143
40504295	2025 Jun 12	Zhang Q, Yang C, Zhou B, Gao X, Zhong C, Shi Y, Cao H, Zhu M	KLF4 mediates the contradictory effects of phenylethyl isothiocyanate in gastric cancer intervention.	Medical oncology (Northwood, London, England)	doi: 10.1007/s12032-025-02795-1
40503775	2025 Jun 12	Zhanga Y, Wang X, Li J, Zhang P, Hu H	Global clinical trial landscape and therapeutic trends in bladder cancer: a systematic analysis.	International journal of surgery (London, England)	doi: 10.1097/JS9.0000000000002662
40503548	2025	Liu J, Xie M, Shen J, Yao J, Lin X, Bao X, Zhang X, Liang Y, Yang Y, Jiang G, Diao X, Han W, Du H, Xue X, Wu J	Advances in Multimodal Imaging Techniques for Evaluating and Predicting the Efficacy of Immunotherapy for NSCLC.	Cancer management and research	doi: 10.2147/CMAR.S522136
40503235	2025	Kondo R, Kondo K, Nabeshima K, Nishikimi A, Ishida Y, Shigeoka T, Dijkstra JM	PD-1 is conserved from sharks to humans: new insights into PD-1, PD-L1, PD-L2, and SHP-2 evolution.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1573492
40503034	2025 Aug	Wang Y, Chen X, Fu Z, Wang H, Yu W	Managing severe dermatitis and grade 4 pneumonitis in a patient with non-small-cell lung cancer following pembrolizumab treatment: A case report.	Oncology letters	doi: 10.3892/ol.2025.15126
40502681	2025 Jun 20	Zhang Y, Yin K, Ma R, Sun Y, Wang L, Yin D	Complex regulatory network of programmed death-ligand 1 in cancer: Cancer immunomodulation from molecular mechanisms to clinical applications.	iScience	doi: 10.1016/j.isci.2025.112615
40502578	2025 Jun 6	Zhu X, Yu Y, Li Y, Wang P, Li Y, McCabe C, Chen S, Langenfeld HE, Hanson AC, Sharp BE, Woltzen A, Crowson CS, Markovic SN, Davis JM, Dong H, Thanarajasingam U, Zeng H	Inflammatory arthritis immune related adverse events represent a unique autoimmune disease entity primarily driven by T cells, but likely not autoantibodies.	medRxiv : the preprint server for health sciences	pii: 2025.06.06.25328991. doi: 10.1101/2025.06.06.25328991
40502306	2025	R Choo J, Jeraj SN, Sundar R, Yong WP, Lee M, Huang Y, Asokumaran Y, Chan GHJ, Ngoi NYL, Wong ALA, Soo RA, Chee CE, Lim JSJ, Goh BC, Lee SC, Tan DSP	NEXUS: a phase I dose escalation study of selinexor plus nivolumab and ipilimumab in Asian patients with advanced/metastatic solid malignancies.	Therapeutic advances in medical oncology	doi: 10.1177/17588359251339930
40501860	2025 Jun 6	Haist M, Matusiak M, Tan Y, Zimmer S, Stege H, Kempchen TN, Mitschke S, Chu P, Weidenthaler-Barth B, Barlow GL, Rogall F, Delgado Gonzalez A, Baertsch MA, Albertini S, Gariglio M, Borgogna C, Goltsev Y, Grabbe S, Hickey JW, Nolan GP	Spatially organized inflammatory myeloid-CD8 (+) T cell aggregates linked to Merkel-cell Polyomavirus driven Reorganization of the Tumor Microenvironment.	bioRxiv : the preprint server for biology	pii: 2025.06.06.657162. doi: 10.1101/2025.06.06.657162
40501604	2025 May 28	Sadanaga T, Jeong HS, Cortez R, Lee JH, Kamle S, Ma B, Shin SJ, Elias JA, Lee CG	Kasugamycin inhibits melanoma lung metastasis and regulates CHI3L1-driven M2-like tumor-associated macrophage differentiation.	bioRxiv : the preprint server for biology	pii: 2025.05.26.654629. doi: 10.1101/2025.05.26.654629
40500695	2025 Jun 11	Meng X, Yang X, Hong Y, Wang W, Zhang Z, Xia J, Chen Y, Zhou Y, Lu T, Song M, Shan Z, Wu T, Wu W, Shen L, Guan L, Ma M, Wang L, Luo X, Xin D, Ma Y, Jiang G, Qi Y, Jiang B, Zhang D, Hu B, Wu X, Peng Z, Wang F	Anlotinib combined with benmelstobart as a chemo-free first-line treatment in advanced esophageal squamous cell carcinoma: an exploratory multicenter, single-arm phase II clinical trial.	Molecular cancer	doi: 10.1186/s12943-025-02376-w
40500531	2025 Jun 11	Shan W, Li G, Zhang H, Zhang R, Liu J, Gao L, Li Y, Fan L, Yang C, Liu J	TAP1 promotes immune escape by activating JNK/STAT1/PD-L1 signaling in EBV-associated gastric cancer.	Molecular and cellular biochemistry	doi: 10.1007/s11010-025-05319-7
40500332	2025 Jun 11	Kimmel BR, Arora K, Chada NC, Bharti V, Kwiatkowski AJ, Finkelstein JE, Hanna A, Arner EN, Sheehy TL, Pastora LE, Yang J, Pagendarm HM, Stone PT, Hargrove-Wiley E, Taylor BC, Hubert LA, Fingleton BM, Gibson-Corley KN, May JC, McLean JA, Rathmell JC, Richmond A, Rathmell WK, Balko JM, Wilson JT	Potentiating cancer immunotherapies with modular albumin-hitchhiking nanobody-STING agonist conjugates.	Nature biomedical engineering	doi: 10.1038/s41551-025-01400-0
40500109	2025 Jun 10	Yang W, Guo Z, Ju H, Lu Y, Fei Y, Yin Y, Ren G, Yan M, Han C, Hu J	IL-4-STAT6-induced high Siglec-G/10 expression aggravates the severe immune suppressive tumor microenvironment and impedes the efficacy of immunotherapy in head and neck squamous cell carcinoma.	Journal for immunotherapy of cancer	doi: 10.1136/jitc-2025-011474
40499717	2025 May 24	Rayner CJ, Bartlett DB, Allen SK, Wooldridge T, Seymour T, Sunshine S, Hunt J, King D, Bagwan I, Sultan J, Preston SR, Frampton AE, Annels NE, Abbassi-Ghadi N	Prehabilitation during neoadjuvant chemotherapy results in an enhanced immune response in esophageal adenocarcinoma tumors: A randomized controlled trial.	Journal of sport and health science	doi: 10.1016/j.jshs.2025.101063
40499682	2025 Jun 9	Ellis AJR, Will E, Ogurtsova A, Engle LL, Taube JM, Sunshine JC	Siglec ligand immunohistochemistry reveals association with immune exclusion and survival.	Laboratory investigation; a journal of technical methods and pathology	doi: 10.1016/j.labinv.2025.104203
40499670	2025 Jun 9	Lai S, Li N, Chen S, Wang Y, Hong D, Xu W, Chen Z, Li B, Xie C	Activated CD4(+) T cells upregulate PD-L1 expression on B cells through CD40/CD40L signaling and direct contact in systemic lupus erythematosus.	Clinical immunology (Orlando, Fla.)	doi: 10.1016/j.clim.2025.110535
40499632	2025 Jun 9	Ling H, Xiao S, Lei Y, Zhou Y, Tan J, Chen X, Ma D, Liang C, Liu Q, Liu W, Zeng T	The advancement of ubiquitination regulation in apoptosis, ferroptosis, autophagy, drug resistance and treatment of cancer.	Archives of biochemistry and biophysics	doi: 10.1016/j.abb.2025.110497
40499464	2025 Jun 10	Sharma G, Baca Y, Shields AF, Prakash A, Weinberg BA, Saeed A, Goel S, Abdalla A, Oberley M, Xiu J, Hwang J, Antonarakis ES, Chiu VK, Lou E	Uncovering PD-L1 among immune cell predictive biomarkers and actionable genetic alterations in anal squamous-cell carcinomas in the era of immunotherapy.	ESMO open	doi: 10.1016/j.esmoop.2025.105315
40499462	2025 Jun 10	Robinson HR, Lakritz S, Pavlick DC, Davis SL, Lieu CH, Eule CJ, Graham LS, Spiess PE, Li R, Kamat AM, Grivas P, Jacob JM, Bratslavsky G, Basnet A, Wong KA, Lin DI, Necchi A, Ross JS, Lam ET	Squamous cell carcinoma of unknown primary (SCCUP): a genomic landscape study.	ESMO open	doi: 10.1016/j.esmoop.2025.105312
40499273	2025 Jun 6	Rutkowski PL, Klimczak A, Teterycz P, Pantaleo MA, Switaj T, Rogala P, Poleszczuk J, Nannini M, Nigro MC, Kozak K	Avelumab plus axitinib in patients with advanced gastrointestinal stromal tumor.	European journal of cancer (Oxford, England : 1990)	doi: 10.1016/j.ejca.2025.115565
40499141	2025 Jun 11	Li C, Yao J, Yang J, Zhang Y, Qiu Y, Zhu Z, Hua H	Preclinical evaluation of DB-1419, a novel bifunctional and bispecific anti-B7-H3×PD-L1 antibody-drug conjugate.	Clinical cancer research : an official journal of the American Association for Cancer Research	doi: 10.1158/1078-0432.CCR-25-0634
40499082	2025 Jun 11	Tang X, Wen Y, Zhang Z, Song X, Zhu J, Zheng M, Li J	Codelivery of Anti-PD-L1 and Indocyanine Green by a β-Cyclodextrin-Based Nanogel Carrier System for Cancer-Targeted Photothermal and Immunotherapy.	Biomacromolecules	doi: 10.1021/acs.biomac.5c00489
40498982	2025 Jun 11	Zhang W, Yang T, Jin T, Zhu T, Hao F, Fan M, Zhang Y	Enhancing Chemotherapy-Related Immune Responses via Bioorthogonal Metabolic Engineering-Driven Tumor Exosomes Elimination.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	doi: 10.1002/advs.202506409
40498401	2025 Jun 11	Du S, Li P, Liu Y, Cai B, Li G, Wang W, Yan R, Zheng X, Bai T	FOXM1 upregulation, promotes immune escape in gastric cancer through activation of Notch signaling pathway.	Molecular and cellular biochemistry	doi: 10.1007/s11010-025-05322-y
40498284	2025 Jun 11	Sun P, Qin W, Xu H, Yin H, Yang L, Zhang X, Jin X, Xu Q, Wu H, Kuai X, Jia L, Huang J, Wang Y	SPTSSA facilitates gastric cancer progression with modulating PD-L1 in immunomicroenvironment through Wnt/β-catenin pathway.	Cellular oncology (Dordrecht, Netherlands)	doi: 10.1007/s13402-025-01072-7
40498245	2025 Jun 11	Shin E, Cha YJ, Kim HM, Koo JS	PD-L1 22C3 CPS in paired primary breast cancer and lung metastasis.	Breast cancer research and treatment	doi: 10.1007/s10549-025-07757-9
40498158	2025 Jun 11	Wang Z, Xie X, Wang Z, Tang P, Chen J, Xu J, Zhang J, Xiao H, Zheng C, Jiang J, Liu Q, Lan W	Trends and hotspots in targeted therapy resistance research for renal cell carcinoma: a bibliometric and visualization analysis.	Discover oncology	doi: 10.1007/s12672-025-02772-0
40497783	2025 Jun 11	Zhang D, Li J, Liang Y, Li T, Ji M, Liu X, Li W, Chen P, Zhang J, Yang Z, Wang L, Chen H	Extracellular HSP90-Facilitated Degradation of Extracellular and Membrane Proteins by Bifunctional Small Molecules.	Journal of medicinal chemistry	doi: 10.1021/acs.jmedchem.5c00379
40497089	2025 May 21	Hu XN, Li CF, Huang SM, Nie CL, Pang R	Pescadillo ribosomal biogenesis factor 1 and programmed death-ligand 1 in gastric and head and neck squamous cell carcinoma.	World journal of gastroenterology	doi: 10.3748/wjg.v31.i19.106644
40496871	2025	Zhang L, Zhang Y, Li S, Wang Y, Yu Y, He J, Gao W	Case Report: Robust and durable response to the combination of tislelizumab and chemotherapy in advanced thymic epithelial tumors: a case series.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1516297
40496850	2025	Ji K, Guo L, Zuo D, Feng M, Chen X, Zhao Z, Tang J, Chen G	Harnessing delta-like ligand 3: bridging biomarker discovery to next-generation immunotherapies in refractory small cell lung cancer.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1592291
40496725	2025 Jun	Chen R, Duan B, Li S, Zhu Y, Huang Z, Shen D, Ye Z, Yan Y, Qiu C, Guan H, Yao Y, Dong J, Wu F, Jiang X, Shi X, Kou L	A triple-targeting "nano-brake" remodeling the impaired immune microenvironment in skin lesions for psoriasis treatment.	Materials today. Bio	doi: 10.1016/j.mtbio.2025.101875
40496627	2025 Sep	Du J, Luo C, Liu Y, Tan W, Wang K, Chi J, Liu L, Xu Y, Tang Z, Chen X	PD-L1-targeted polymer-peptide-immune nanomedicine synergizes radiotherapy for durable tumor control.	Bioactive materials	doi: 10.1016/j.bioactmat.2025.05.017
40496608	2025	Yu X, Zhao W, Feng Q, Tian J, Zhao L, Xiao J, Wei H	Complete remission in PD-L1 high expression advanced gastric cancer patient with PD-L1 immunotherapy and chemotherapy integration treatment strategy: a case report.	Frontiers in oncology	doi: 10.3389/fonc.2025.1507411
40496311	2025	Carvalho Gouveia M, Colombo Bonadio R, Lazar Neto F, Spagnol Trento MM, Trinconi Cunha M, Scaranti M	PD-1 or PD-L1 inhibitors in addition to first-line chemotherapy for endometrial cancer: an extracted individual patient data meta-analysis.	Ecancermedicalscience	doi: 10.3332/ecancer.2025.1884
40495695	2025 Jun 11	Wang H, Zhan H, Pan B, Zeng L, Chen Z, Liu S, Zhang Q, Hong X, Lu J, Lin X, Zhao X, Lai J, Jie K, Li Y, Zhong J, Peng S, Chen S, Chen C, Zhong W, Wu S, Pan Y, Lin T, Chen X	Engineering CRISPR System-Based Bacterial Outer Membrane Vesicle Potentiates T Cell Immunity for Enhanced Cancer Immunotherapy.	Advanced materials (Deerfield Beach, Fla.)	doi: 10.1002/adma.202501565
40495489	2025 Jun 11	Sim HI, Jo Y, Ahn H, Hong J, Kim HB, Yun B, Son H, Jeong Y, Kim J, Park CS, Park Y, Jin HS	Modulating CD226 and PD-(L)1 pathways improves CMV-specific CD8＋T cell responses in the absence of IL-2.	BMB reports	pii: 6479
40495210	2025 Jun 10	Wang J, Xu Y, Hong B, Hou Q, Chen W, Zhang W, Zheng W	PD-1/PD-L1 inhibitors plus chemotherapy versus chemotherapy alone as the first line treatment for advanced biliary tract cancer: a pooled analysis of KEYNOTE-966 and TOPAZ-1 trails.	World journal of surgical oncology	doi: 10.1186/s12957-025-03877-0
40495175	2025 Jun 10	Gao S, Song Y	Clinical pathological and molecular features of 100 patients with gastric-type cervical adenocarcinoma.	Diagnostic pathology	doi: 10.1186/s13000-025-01666-7
40495151	2025 Jun 10	Yu J, Xu H, Xiong F, Liu X, Lingfei M, Gao H, Li Y	Lipidomics reveals biomarkers of the efficacy of first-line ICI therapy combined with chemotherapy in NSCLC.	Journal of translational medicine	doi: 10.1186/s12967-025-06542-y
40494858	2025 Jun 10	Zhang R, Cheng S, Sun K, Zhang L, Yan X, Yang F	Case report: a R0 resection successfully induced by T-DXd plus PD-1 inhibitor regimen in a primary unresectable stage IIIB NSCLC with ERBB2-mutation.	NPJ precision oncology	doi: 10.1038/s41698-025-00982-x
40494842	2025 Jun 10	Piyawajanusorn C, Ghislat G, Ballester PJ	Predicting atezolizumab response in metastatic urothelial carcinoma patients using machine learning on integrated tumour gene expression and clinical data.	NPJ precision oncology	doi: 10.1038/s41698-025-00969-8
40494752	2025 May 22	Peruzzo N, Lenz G, Akhiwu T, Bilalaga M, Gaddipati GN, Müller NLF, Zarpellon L, Venero F, Corassa M, Cardona AF, Reuss JE, Pellini B	Chemotherapy Plus Anti-PD-1 or Anti-PD-L1 in Advanced PD-L1-Negative Squamous Cell Lung Carcinoma: A Systematic Review and Meta-Analysis.	Clinical lung cancer	pii: S1525-7304(25)00076-2. doi: 10.1016/j.cllc.2025.04.006
40494207	2025 Jun 9	Jiang Y, Yu Z, Wang J, Wu Y, Li Z, Le T, Yang C, Wei Y, Zhang G, Ma H	Targeting USP47 enhances immunotherapy in hepatocellular carcinoma by destabilizing PD-L1.	International immunopharmacology	doi: 10.1016/j.intimp.2025.115024
40493365	2025 Jun 2	Tan J, Yang SC, Dinan MA, Chiang AC, Gross CP, Wang SY	Biomarker-Specific Survival and Medication Cost for Patients With Non-Small Cell Lung Cancer.	JAMA network open	doi: 10.1001/jamanetworkopen.2025.14519
40493058	2025 Jun 10	Piao H, Wenping L, Chengde L, Haoming L, Xiaohan Z, Yingdi L, Xuezheng Z, Shumei M	The efficacy and safety of PD-1/PD-L1 inhibitors plus chemotherapy versus chemotherapy alone in advanced or metastatic gastric or gastroesophageal junction cancer: a meta-analysis of randomized controlled trials.	European journal of clinical pharmacology	doi: 10.1007/s00228-025-03861-3
40492492	2025 Jun 10	Zhang M, Zhang X, Wang C, Mu M, Ren K, Ni N, Yip LX, Guo K, Hu X, Teng F, Leong DT, Fan Q, Sun X	Convertible ROS Nanocatalyst/Eliminator for Enhancing Tumor Radio-Immunotherapy and Relieving Radiation Enteritis.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	doi: 10.1002/advs.202503602
40491684	2025	Hatakeyama Y, Mizugaki H, Yamada N, Mizukami Y, Kuwahara K, Asahina H, Adachi H, Yokouchi H, Matsuno Y, Oizumi S	Response of EGFR-mutated pulmonary pleomorphic carcinoma to pembrolizumab.	Respiratory medicine case reports	doi: 10.1016/j.rmcr.2025.102234
40491506	2025	Dong P, Zhang S, Zhang Y, Hu H, Zhou Q, Liu Y, Mao Z	Dual-Active Nanoimmunomodulators for the Synergistic Enhancement of the Antitumor Efficacy of Photodynamic Immunotherapy.	Biomaterials research	doi: 10.34133/bmr.0214
40491119	2025 Jun	Li GX, Zheng QM, Li YY, Wang YP, Zhang M, Sun ZG	Correlation of Peripheral Blood CD4/CD8 Ratio with Efficacy and Prognosis in Patients with Non-Small Cell Lung Cancer Receiving PD-1/PD-L1 Inhibitors.	Journal of the College of Physicians and Surgeons--Pakistan : JCPSP	doi: 10.29271/jcpsp.2025.06.800
40490951	2025 Jun 9	Gao F, You W, Zhang L, Shen AZ, Chen G, Zhang Z, Nie X, Xia L, Huang WQ, Wang LH, Hong CY, Yin DL, You YZ	Correction to "Copper Chelate Targeting Externalized Phosphatidylserine Inhibits PD-L1 Expression and Enhances Cancer Immunotherapy".	Journal of the American Chemical Society	doi: 10.1021/jacs.5c07516
40490909	2025 Jun	Cheng B, Liu T, Cao H, Liu J, Ren Y, Huang J, Kong D, Chen T, Liu Y, Chen J	Discovery of Small Molecule PD-L1 Inhibitors via Optimization of Solvent-Interaction Region for Cancer Immunotherapy.	Chemical biology & drug design	doi: 10.1111/cbdd.70141
40490504	2025 Jun 10	Li Y, Yuan X, Yin XF, Zheng D, Shi F, Liu D, Hu L, Shi X, Wen N, He QY, Yang H, Zhang CZ	Proteomics analysis and immune profiling reveal regulators of PD-L1 in oesophageal squamous cell carcinoma.	British journal of cancer	doi: 10.1038/s41416-025-03068-4
40489506	2025	Matalon O, Perissinotto A, Baruch K, Braiman S, Geiger Maor A, Yoles E, Wilczynski E, Nevo U, Priel A	Agent-based modeling for personalized prediction of an experimental immune response to immunotherapeutic antibodies.	PloS one	doi: 10.1371/journal.pone.0324618
40489241	2025 Jun 9	Katan Piñeiro J, Soto AS, Farias A, Perrone Sibilia M, Sanchez VR, Martin V, Berguer PM, Seigelshifer DJ, Martín Fenoy I, Goldman A	Modulating Dendritic Cell function in Allergic Asthma with Toxoplasma gondii serine-protease inhibitor 1.	International immunology	pii: dxaf034. doi: 10.1093/intimm/dxaf034
40489082	2025 Jun 6	Stockem CF, Gil-Jimenez A, Ali H, van Dorp J, van Dijk N, van Montfoort ML, Alkemade M, Broeks A, Seignette IM, Hooijberg E, Brugman W, Voogd R, van Rhijn BWG, Mertens LS, Feijter JM, Mehra N, van der Heijden AG, Meijer RP, Suelmann BBM, Scheper W, Wessels LFA, Vis DJ, van der Heijden MS	Biomarker analysis and treatment dynamics following preoperative ipilimumab plus nivolumab in locally advanced urothelial cancer from the phase 1B NABUCCO study.	Clinical cancer research : an official journal of the American Association for Cancer Research	doi: 10.1158/1078-0432.CCR-25-0419
40489040	2025 Jun 9	Han ZY, Zhang C, An JX, Wang YZ, Zeng X, Zhang XZ	Directly Evolved Nanovaccines Modulate Disrupted Circadian Rhythm and Enhance Cancer Immunotherapy.	Advanced materials (Deerfield Beach, Fla.)	doi: 10.1002/adma.202502602
40488559	2025 Jun 9	Zhou Z, Liu Q, Zhang G, Mohammed D, Amadou S, Tan G, Zhang X	RETRACTED: Zhou et al. HOXA11-AS1 Promotes PD-L1-Mediated Immune Escape and Metastasis of Hypopharyngeal Carcinoma by Facilitating PTBP1 and FOSL1 Association. Cancers 2022, 14, 3694.	Cancers	doi: 10.3390/cancers17121917
40488300	2025 Jun 9	Lee LH, Xu X, Mourikis T, Tang F, Fairchild L, Ji L, Grauel AL, Wagner JP, Szpakowski S, Pelletier MR, Kattenhorn L, Sansregret L, Costa C, Bossen C, Burks H, Farago AF, Wu J	Defining non-small cell lung cancer tumor microenvironment changes at primary and acquired immune checkpoint inhibitor resistance using clinical and real-world data.	Cancer research communications	doi: 10.1158/2767-9764.CRC-24-0605
40488279	2025 Jun	Wang L, Wu J, Shao P, Bao W, Mao L, Pan Z, Bao A, Zhang M, Wu Z, Fan G	An Advanced IVB Lung Adenocarcinoma Patient With KRAS Mutations, Benefited From Camrelizumab Combined With Anti-Angiogenic Agents for Therapy: A Case Report.	Cancer reports (Hoboken, N.J.)	doi: 10.1002/cnr2.70186
40487954	2025 May 15	Xu M, Ruan TT, Tang H, Fang RF, Sai WL, Xie Q, Yao DF, Yao M	Up-regulated programmed cell death protein-1/its ligand 1 expression promotes metabolic dysfunction-associated steatotic liver disease malignant progression.	World journal of gastrointestinal oncology	doi: 10.4251/wjgo.v17.i5.104842
40487669	2025 May	Wang Z, Yin R, Zhang L, Li S, Zhou Z, Sun M	Sulfafurazole dimers potentiate chemo-immunotherapy of low immunogenic breast cancer by preventing the PD-L1 exosomes secretion.	Acta pharmaceutica Sinica. B	doi: 10.1016/j.apsb.2025.03.007
40487665	2025 May	Zhang Y, Zhao W, Wu L, Ai T, He J, Chen Z, Wang C, Wang H, Zhou R, Liu C, Zhao L	Inhibition of CCT5-mediated asparagine biosynthesis and anti-PD-L1 produce synergistic antitumor effects in colorectal cancer.	Acta pharmaceutica Sinica. B	doi: 10.1016/j.apsb.2025.03.026
40487643	2025 May	Zhang Y, Jin W, Deng Z, Gao B, Zhu Y, Fu J, Xu C, Wang W, Bai T, Jiao L, Wu H, Zhang M, Zhang M	Metabolic reprogramming nanomedicine potentiates colon cancer sonodynamic immunotherapy by inhibiting the CD39/CD73/ADO pathway.	Acta pharmaceutica Sinica. B	doi: 10.1016/j.apsb.2025.03.046
40487560	2025 Jan-Dec	Alrefai Y, Wadhwani S, Wadhwani N, Bangolo A, Mizrahi J, Feldman T	Primary Mediastinal Large B-cell Lymphoma: A Diagnostic Conundrum.	Case reports in oncology	doi: 10.1159/000545931
40487483	2025 Jun 18	David M, Schiele P, Monteferrario D, Saviane G, Martelli AE, Dupont CF, Jeanneau C, Marchetti I, Tadi SK, Vahldick J, Truong LN, Zhou Y, Sauer IM, Schöning W, Na IK, Reik A, Frentsch M, Rosa M, Fenard D	Enhanced anti-tumor activity by zinc finger repressor-driven epigenetic silencing of immune checkpoints and TGFBR2 in CAR-T cells and TILs.	Molecular therapy. Oncology	doi: 10.1016/j.omton.2025.200989
40487169	2025 Jun	Zhang H, Liang Y, Deng S, Du J	Integrating gene demethylation and immune modulation: PD-1 nanovesicles as a dual-action therapy for NSCLC.	Materials today. Bio	doi: 10.1016/j.mtbio.2025.101851
40487160	2025 Jun	Wang L, Li J, Zhang D, Tan S, Jiang G, Wang X, Li F, Zhou Y, Chen P, Wei R, Xi L	TMTP1-modified polymeric micelles for the inhibition of ovarian cancer metastasis and recurrence through enhanced photothermal-immunotherapy.	Materials today. Bio	doi: 10.1016/j.mtbio.2025.101825
40486834	2025 Apr	Fang Y, Zhu Y, Wang W, Xia Z, He S, Dong G, Sheng C	GPC3-mediated lysosome-targeting chimeras (GLTACs) for targeted degradation of membrane proteins.	Acta pharmaceutica Sinica. B	doi: 10.1016/j.apsb.2025.02.037
40486515	2025	Huang L, Xu Y, Liu N, Chen H, Wu Z, Li Q, Lu M, Wei W, Zhang Y, Chen M, Xu L, Shi M, Lai Z	Lenvatinib versus bevacizumab when combined with PD-1/L1 inhibitor and hepatic arterial infusion chemotherapy in unresectable hepatocellular carcinoma.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1573098
40486166	2025	Calis U, Aydogan M, Seval GC, Dalva K, Toprak SK	Impact of PD-1 and PD-L1 expression on treatment outcomes in newly diagnosed acute myeloid leukemia patients.	Leukemia research reports	doi: 10.1016/j.lrr.2025.100514
40485488	2025 Jun 9	Mallick AM, Chatterjee A, Gurung AB, Uttarasili P, Tripathi A, Hembram M, Srivastava A, Sinha Roy R	Designed gramicidin-inspired stabilized peptide-based therapeutics to potentiate immunotherapy against aggressive kidney cancer.	Biomaterials science	doi: 10.1039/d5bm00109a
40485406	2025 Jun 7	Anwer MA, Sinha R, Bharti S, Surabhi, Kumar T, Singh A	Clinicopathological association of programmed death-ligand 1 (PD-L1) expression in uterine cervical carcinomas: A cross-sectional observational study.	Indian journal of pathology & microbiology	doi: 10.4103/ijpm.ijpm_572_24
40483667	2025 Jun 8	Sinha A, Ghosh D, Karati D	Tumor microenvironment and immunotherapy: from bench to bedside.	Medical oncology (Northwood, London, England)	doi: 10.1007/s12032-025-02818-x
40483449	2025 Jun 7	Wang X, Fu X, Liu Q, Li J, Ge Y, Zhang J, Wang S, Wang L, Wang D, Sun Y, Gan Y, Sun H, Wang Z, Sun Y, Gao A	Impact of irae characteristics on efficacy of consolidative immunotherapy following chemoradiotherapy in locally advanced NSCLC.	BMC pulmonary medicine	doi: 10.1186/s12890-025-03742-6
40483310	2025 Jun 7	Li Y, Zhu J, Zhai F, Ge Y, Zhan Z, Wang S, Kong L, Zhao J, Hu L, Wang S, Shi J, Mao J, Yu Z, Wang H, Jin J, Zhao M, Li H, Jin X	LMNB2-mediated high PD-L1 transcription triggers the immune escape of hepatocellular carcinoma.	Cell death discovery	doi: 10.1038/s41420-025-02540-7
